Ano;Id;Prop Inter / Total Pop;Prop Dias Perm / Internações;Prop de Óbitos / Inter;POP_TOT - População total do município do ano de referência (Fonte: IBGE):;% POP_TOT atendida com ES;IDHM;PIB per Capita série revisada;ES002 - Quantidade de ligações ativas de esgotos;ES005 - Volume de esgotos coletado;ES006 - Volume de esgotos tratado;IN015_AE - Índice de coleta de esgoto;IN016_AE - Índice de tratamento de esgoto;IN046_AE - Índice de esgoto tratado referido à água consumida;IN056_AE - Índice de atendimento total de esgoto referido aos municípios atendidos com água
2014;31;0;0;0;18481;0,801363563;0,73;13886,98;4991;440,28;440,28;0,7754;1;0,7754;0,8014
2008;32;0,001046846;3,5;0;15284;0,645053651;0,602;9294,95;3012;54,9;0;0,0965;0;0;0,6451
2009;32;0,000981098;3,133333333;0;15289;0,648113022;0,602;7687,63;2963;311,16;0;0,5564;0;0;0,6481
2010;32;0,000603217;3,666666667;0;14920;0,678552279;0,702;7943,45;3127;314,94;0;0,5618;0;0;0,6786
2011;32;0,001006239;2,733333333;0;14907;0,693700946;0,702;9371,77;3219;326,38;0;0,5627;0;0;0,6937
2012;32;0,001745787;4,346153846;0;14893;0,718928356;0,702;10506,25;3367;338,7;0;0,5673;0;0;0,7189
2013;32;0,001892209;4,827586207;0,034482759;15326;0,714341642;0,702;10342,95;3454;344,42;0;0,5749;0;0;0,7143
2014;32;0,00137031;3,380952381;0;15325;0,723588907;0,702;12563,09;3528;343,7;0;0,5747;0;0;0,7236
2008;33;0,003967516;6;0,0078125;32262;0,565123055;0,513;4011,3;5031;445,61;0;0,6801;0;0;0,5651
2009;33;0,003545225;4,617391304;0;32438;0,543097602;0,513;4511,59;4988;462,45;0;0,7116;0;0;0,5431
2010;33;0,005382373;5,511904762;0;31213;0,576939096;0,656;5105,4;5134;468,21;0;0,6804;0;0;0,5769
2011;33;0,004378955;3,883211679;0;31286;0,594674934;0,656;5812,33;5348;484,16;5,68;0,6685;0,0117;0,0078;0,5947
2012;33;0,00140324;4,909090909;0;31356;0,618191096;0,656;6574,64;5594;512,78;0,88;0,663;0,0017;0,0011;0,6182
2013;33;0,000370622;5,166666667;0,166666667;32378;0,61615912;0,656;7230,74;5767;537,3;0;0,6677;0;0;0,6162
2014;33;0,000277153;4,777777778;0;32473;0,642441413;0,656;8152,83;6068;533,41;533,41;0,6676;1;0,6676;0,6424
2008;34;0,00108057;3,5;0;14807;0;0,579;6964,71;;;;;;;
2009;34;0,000338845;2,6;0;14756;0;0,579;7133,04;;;;;;;
2010;34;0,000136416;3;0;14661;0,973330605;0,692;7273,14;6500;;0;;;0;0,9733
2011;34;0;0;0;14623;0,988853177;0,692;8665,69;6570;530;0;1;0;0;0,9889
2012;34;6,86E-05;2;0;14585;1;0,692;9281,68;6600;530;0;1;0;0;1
2013;34;6,67E-05;8;0;14982;0,973501535;0,692;9491,71;4270;530;0;1;0;0;0,9735
2014;34;6,69E-05;4;0;14957;0,668583272;0,692;9978,22;4270;530;0;1;0;0;0,6686
2008;35;0,000741994;2,92;0;33693;0,600421453;0,627;24789,95;5857;398,39;225,5;0,3412;0,566;0,1931;0,6004
2009;35;0,00055247;2,368421053;0;34391;0,598499607;0,627;13812,21;5998;818,08;231,28;0,6955;0,2827;0,1966;0,5985
2010;35;0,000353222;2;0;33973;0,621052012;0,747;39254,99;6186;853,37;189,63;0,6929;0,2222;0,154;0,6211
2011;35;0,000463258;2,0625;0;34538;0,625919277;0,747;63537,89;6387;901,01;195,38;0,6865;0,2168;0,1489;0,6259
2012;35;0,000370529;2,461538462;0;35085;0,627818156;0,747;68461,96;6499;897,82;193,05;0,6543;0,215;0,1407;0,6278
2013;35;0,000517035;4,263157895;0;36748;0,638891912;0,747;80729,36;6957;913,6;201,99;0,6515;0,2211;0,144;0,6389
2014;35;0,000133998;2;0;37314;0,643190224;0,747;79293,99;7136;942,53;271,59;0,6615;0,2881;0,1906;0,6432
2008;36;0,007860652;2,590909091;0,022727273;11195;0,571594462;0,55;6269,92;2068;199,31;199,31;0,7497;1;0,7497;0,5716
2009;36;0,002140564;2,833333333;0;11212;0,576168391;0,55;8520,36;2091;201,85;200,88;0,7699;0,9952;0,7662;0,5762
2010;36;0,000734484;3,25;0;10892;0,520932795;0,658;7208,2;2163;219,74;216,95;0,7626;0,9873;0,7529;0,5209
2011;36;0,001193865;3,230769231;0;10889;0,520892644;0,658;7903,53;2200;208,81;208,81;0,761;1;0,761;0,5209
2012;36;0,003582583;3,461538462;0;10886;0,520944332;0,658;8763,72;2213;213,89;209,46;0,7545;0,9793;0,7388;0,5209
2013;36;0,002675943;4;0;11211;0,520916957;0,658;9746,3;2231;208,42;150,39;0,7575;0,7216;0,5466;0,5209
2014;36;0,003476865;3,025641026;0;11217;0,520905768;0,658;10269,52;2283;208,01;208,01;0,7582;1;0,7582;0,5209
2008;37;0,006505159;3,765517241;0,013793103;22290;0;0,566;16121,04;;;;;;;
2009;37;0,002448253;3,818181818;0;22465;0;0,566;19099,79;;;;;;;
2010;37;0,002023134;4,065217391;0,02173913;22737;0,132999076;0,672;14798,21;985;44,14;0;0,0672;0;0;0,133
2011;37;0,001439979;6,424242424;0;22917;0,219749531;0,672;23010,81;1565;122,6;0;0,1855;0;0;0,2197
2012;37;0,001515742;3,314285714;0;23091;0,242951799;0,672;24513,79;1742;167,11;0;0,2305;0;0;0,243
2013;37;0,002085158;3,4;0;23979;0,254973101;0,672;22269,22;1899;176,85;0;0,2405;0;0;0,255
2014;37;0,002937647;3,507042254;0,014084507;24169;0,267822417;0,672;23241,05;2010;191,94;0;0,242;0;0;0,2678
2008;38;0,00078437;4,636363636;0;14024;0;0,588;14753,16;;;;;;;
2009;38;0,000712149;4,1;0;14042;0;0,588;9122,87;;;;;;;
2010;38;0,001157491;4;0;13823;0;0,674;9642,31;;;;;;;
2011;38;0,000361507;8;0,2;13831;0,551731617;0,674;12507,37;2657;260,68;0;0,7321;0;0;0,5517
2012;38;0,000939442;4,923076923;0;13838;0,551741581;0,674;12693,97;2682;269,13;27,99;0,7479;0,104;0,0778;0,5517
2013;38;0,00077128;4,636363636;0;14262;0,551745898;0,674;10276,63;2744;260,99;46,84;0,7482;0,1795;0,1343;0,5517
2014;38;0,00070028;4,3;0;14280;0,5517507;0,674;12638,83;2764;257,41;0,16;0,748;0,0006;0,0005;0,5518
2008;39;0,000713688;4,931034483;0,103448276;40634;0,733006842;0,661;5802,28;7451;2936;358;0,8498;0,1219;0,1036;0,733
2009;39;0,000389835;3,5625;0;41043;0;0,661;5679,23;;;;;;;
2010;39;0,000417178;3,705882353;0,058823529;40750;0,86998773;0,728;7780,96;9748;2768,25;276,83;0,8336;0,1;0,0834;0,87
2011;39;0,000316363;3,923076923;0,076923077;41092;0,955514455;0,728;10297,92;9978;2665,6;276,83;0,8;0,1039;0,0831;0,9555
2012;39;0,000313835;6,692307692;0,153846154;41423;0,953745504;0,728;11748,84;10009;2776,96;296,05;0,8;0,1066;0,0853;0,9537
2013;39;0,000325309;4,928571429;0,071428571;43036;0,9355191;0,728;12319,35;10275;2776,96;296,05;0,9268;0,1066;0,0988;0,9355
2014;39;0,000253485;3,727272727;0;43395;0,929623228;0,728;13722,64;10323;2125,6;296,05;0,8;0,1393;0,1114;0,9296
2008;40;0,005293885;2,448598131;0;20212;0;0,559;9955,89;;;;;;;
2009;40;0,002529762;2,294117647;0;20160;0,698015873;0,559;10801,48;4004;284,48;0;0,293;0;0;0,698
2010;40;0,0028463;2,266666667;0;21080;0,702893738;0,689;16825,52;4289;531,42;0;0,5272;0;0;0,7029
2011;40;0,00165704;2,257142857;0,028571429;21122;0,732790455;0,689;18386,75;4515;556,04;0,47;0,5413;0,0008;0,0005;0,7328
2012;40;0,001134108;2,083333333;0;21162;0,733815329;0,689;18386,23;4686;563,86;0,05;0,5483;0,0001;0;0,7338
2013;40;0,001373375;2,166666667;0,066666667;21844;0,733839956;0,689;19169,95;4922;580,84;0;0,5484;0;0;0,7338
2014;40;0,002100361;3,065217391;0;21901;0,733802109;0,689;21670,61;5273;590,43;0;0,5547;0;0;0,7338
2008;41;0,001534331;2,975;0;26070;0,897008055;0,654;11585,84;7151;965;0;0,8002;0;0;0,897
2009;41;0,001099943;3,655172414;0;26365;0,891333207;0,654;12386,33;7446;1075;;0,8491;;;0,8913
2010;41;0,001434612;2,578947368;0;26488;0,844118091;0,751;17789,8;7834;1105,6;73;0,8;0,066;0,0528;0,8441
2011;41;0,001943271;2,711538462;0;26759;0,840838596;0,751;18565,27;8200;1160;73,1;0,8286;0,063;0,0522;0,8408
2012;41;0,000629164;3,411764706;0;27020;0,903997039;0,751;20128,03;8372;1390;74,8;0,9552;0,0538;0,0514;0,904
2013;41;0,001066743;2,7;0;28123;0,891690076;0,751;20895,89;8567;843;37,75;0,6091;0,0448;0,0273;0,8917
2014;41;0,001760439;2,84;0,04;28402;0,876698824;0,751;26531,75;8763;812,97;41,32;0,6;0,0508;0,0305;0,8767
2008;42;0,000774653;7,2;0;12909;0;0,6;8779,38;;;;;;;
2009;42;0,000773036;3,8;0;12936;0;0,6;7542,88;;;;;;;
2010;42;0,001428345;4,222222222;0,055555556;12602;0,829788922;0,699;10510,15;2507;641;0;0,8745;0;0;0,8298
2011;42;0,00079321;2,9;0,1;12607;0,829459824;0,699;13287,5;2485;565;0;0,7677;0;0;0,8295
2012;42;0,000396448;2,6;0;12612;0,832540438;0,699;14627,25;2502;585;0;0,6948;0;0;0,8325
2013;42;0,000846349;2,272727273;0;12997;0,807878741;0,699;14476,63;3372;590;0;0,6925;0;0;0,8079
2014;42;0,001613895;3,666666667;0,095238095;13012;0,807792807;0,699;17619,57;3561;592;0;0,6704;0;0;0,8078
2008;43;0,002659911;2,333333333;0,023809524;15790;0,885370488;0,63;8489,13;4273;389,12;0;0,7751;0;0;0,8854
2009;43;0,003197693;2,666666667;0;15949;0,900746128;0,63;9148,62;4393;387,03;0;0,7855;0;0;0,9007
2010;43;0,003693384;2,561403509;0,01754386;15433;0,863474373;0,709;10662,98;4495;406,51;0;0,7834;0;0;0,8635
2011;43;0,005149331;3,1125;0;15536;0,863478373;0,709;13289,84;4639;417,1;0,31;0,7771;0,0007;0,0006;0,8635
2012;43;0,003197953;2,38;0;15635;0,863447394;0,709;14129,57;4788;428,09;0,05;0,7719;0,0001;0,0001;0,8634
2013;43;0,00333025;2,648148148;0;16215;0,863459759;0,709;13812,83;4947;431,23;0;0,7735;0;0;0,8635
2014;43;0,002266462;2,567567568;0,027027027;16325;0,863460949;0,709;17287,17;5077;428,22;0;0,7707;0;0;0,8635
2008;44;0,000191911;2,25;0;20843;0;0,578;11321,51;;;;;;;
2009;44;0,000143857;2;0;20854;0;0,578;9300,48;;;;;;;
2010;44;0,000725128;2,533333333;0;20686;0;0,698;9855,87;;;;;;;
2011;44;0,00062811;3,153846154;0;20697;0,555636083;0,698;12236,46;4430;584;0;0,9416;0;0;0,5556
2012;44;0,000386343;2,75;0;20707;0,55536775;0,698;11574,81;4500;630;0;0,9957;0;0;0,5554
2013;44;0,001124649;2,333333333;0;21340;0,538894096;0,698;11302,41;4600;650;0;1;0;0;0,5389
2014;44;0,001076426;2,695652174;0;21367;0,561613703;0,698;12855,72;5000;700;0;1;0;0;0,5616
2008;45;0,002811475;3,092592593;0,018518519;19207;0,89040454;0,621;10605,31;5269;585,39;0;0,7409;0;0;0,8904
2009;45;0,004635175;2,685393258;0,011235955;19201;0,911202542;0,621;11299,12;5413;570,67;0;0,745;0;0;0,9112
2010;45;0,002587456;2,56;0;19324;0,746895053;0,704;14714,86;5509;590,98;0;0,7434;0;0;0,7469
2011;45;0,002740151;2,490566038;0,018867925;19342;0,746872092;0,704;19005,35;5671;587,68;1,22;0,7443;0,0021;0,0015;0,7469
2012;45;0,003771051;2,794520548;0;19358;0,746874677;0,704;20295,46;6034;603,39;124,57;0,7421;0,2065;0,1532;0,7469
2013;45;0,002505136;3;0,02;19959;0,746881106;0,704;21569,13;6350;603,42;603,42;0,746;1;0,746;0,7469
2014;45;0,003001351;2,616666667;0;19991;0,746886099;0,704;23679,96;6350;596,52;596,52;0,7457;1;0,7457;0,7469
2008;46;0,001201201;3,71875;0,0625;53280;0,943656156;0,632;7957,89;14798;1732,92;0;0,8;0;0;0,9437
2009;46;0,000782808;5,380952381;0;53653;0,942575438;0,632;7444,69;14969;1572;;0,8;;;0,9426
2010;46;1,94E-05;19;0;51544;0,949906876;0,711;10186,6;15546;1656,39;;0,8;;;0,9499
2011;46;5,80E-05;6;0;51725;1;0,711;12062,18;16203;1719,3;0;0,8;0;0;1
2012;46;9,63E-05;4,4;0,2;51900;1;0,711;13624,68;16392;1869,12;0;0,8;0;0;1
2013;46;9,32E-05;7,4;0;53656;0,967272998;0,711;14589,68;17431;1769,6;0;0,7437;0;0;0,9673
2014;46;9,28E-05;5;0;53870;0,949619454;0,711;15450,97;17709;2552;0;0,6855;0;0;0,9496
2008;47;0;0;0;11840;0,950168919;0,576;6714,86;3274;343,2;0;0,8;0;0;0,9502
2009;47;0;0;0;11871;0,959481088;0,576;7059,74;3425;345;0;0,8023;0;0;0,9595
2010;47;8,71E-05;4;0;11476;0,876524922;0,683;6812,39;3449;348;0;0,7909;0;0;0,8765
2011;47;0;0;0;11480;0,87195122;0,683;9772,53;3601;350;0;0,7865;0;0;0,872
2012;47;0,000435426;4,6;0;11483;0,871723417;0,683;8890,11;3820;351;0;0,7835;0;0;0,8717
2013;47;0,000253571;4,333333333;0;11831;0,860451357;0,683;8591,93;3900;352;0;0,7619;0;0;0,8605
2014;47;0,000591017;3,857142857;0;11844;0,861195542;0,683;9735,05;3939;352,2;0;0,7618;0;0;0,8612
2008;48;0,003664077;3,58;0;13646;0;0,617;13105,72;;;;;;;
2009;48;0,002040965;3,357142857;0;13719;0;0,617;13614,33;;;;;;;
2010;48;0,002252569;3,59375;0,03125;14206;0;0,702;12027,06;;;;;;;
2011;48;0,002375463;3,264705882;0;14313;0;0,702;15636,5;;;;;;;
2012;48;0,001526082;3,5;0;14416;1;0,702;15398,11;3750;775,6;0;1;0;0;1
2013;48;0,001269714;2,684210526;0;14964;1;0,702;14578,35;4150;1372,81;0;1;0;0;1
2014;48;0,003183446;2,5;0;15078;0,992439316;0,702;16962,78;4358;1441,45;0;1;0;0;0,9924
2008;49;0,001184792;2,878787879;0,060606061;27853;0;0,573;9184,48;;;;;;;
2009;49;0,001680732;3,106382979;0;27964;0,715205264;0,573;8617,57;;;;;;;0,7152
2010;49;0,002210145;2,508196721;0,016393443;27600;0;0,682;10231,24;;;;;;;
2011;49;0,001481107;2,829268293;0;27682;0,694061123;0,682;12033,62;5500;520;0;0,5509;0;0;0,6941
2012;49;0,001693084;2,744680851;0;27760;0,716030259;0,682;12652,81;5649;635,97;0;0,6572;0;0;0,716
2013;49;0,001045916;2,633333333;0;28683;0,692988878;0,682;10935,24;5649;635,97;0;0,6467;0;0;0,693
2014;49;0,00229302;2,424242424;0;28783;0,690581246;0,682;12752,05;5649;650;0;0,6883;0;0;0,6906
2008;50;0,000744186;2,75;0,083333333;16125;0;0,555;7598,16;;;;;;;
2009;50;0,000859898;2,785714286;0;16281;0;0,555;7963,74;;;;;;;
2010;50;0,00061665;4,555555556;0,111111111;14595;0,691880781;0,678;8782,95;3761;;0;;;0;0,6919
2011;50;0,00178009;2,5;0;14606;0,699301657;0,678;12141,38;3831;432;0;0,7972;0;0;0,6993
2012;50;0,001368363;3,1;0;14616;0,786808976;0,678;12368,73;3831;432;0;0,7733;0;0;0,7868
2013;50;0,000464622;4,857142857;0;15066;0,763308111;0,678;12610,78;3381;432;0;0,767;0;0;0,7633
2014;50;0,000265111;3,75;0;15088;0,770678685;0,678;13746,86;3381;432;0;0,7929;0;0;0,7707
2008;51;0,006230892;2,934579439;0;34345;0,519609841;0,49;6321,11;5349;115,09;0;0,117;0;0;0,5196
2009;51;0,002425362;3,261904762;0,011904762;34634;0,528700121;0,49;5957,47;5468;505,01;0;0,5346;0;0;0,5287
2010;51;0,004798437;2,592814371;0;34803;0,592190328;0,653;7359,35;6175;549,95;0;0,5587;0;0;0,5922
2011;51;0,003476774;2,803278689;0;35090;0,624650898;0,653;9570,89;6639;587,94;2,8;0,5703;0,0048;0,0027;0,6247
2012;51;0,004834879;2,245614035;0;35368;0,645216014;0,653;10678,7;6962;615,76;0,41;0,5328;0,0007;0,0004;0,6452
2013;51;0,002857921;2,228571429;0;36740;0,639711486;0,653;11292,62;7252;628,02;0;0,527;0;0;0,6397
2014;51;0,005102454;2,412698413;0;37041;0,670257282;0,653;13729,68;7699;620,58;0;0,5147;0;0;0,6703
2008;52;0,000136221;2;0;7341;0,10134859;0,58;8639,77;251;12,89;12,89;0,0458;1;0,0458;0,1013
2009;52;0,000682501;2,4;0;7326;0,0999181;0,58;8289,25;246;17,51;17,51;0,0628;1;0,0628;0,0999
2010;52;0,000282127;3,5;0;7089;0,102835379;0,675;8410,73;245;18,51;18,51;0,063;1;0,063;0,1028
2011;52;0,000141563;2;0;7064;0,097819932;0,675;9445,34;234;17,31;17,31;0,06;1;0,06;0,0978
2012;52;0;0;0;7039;0,085381446;0,675;11021,37;204;14,85;14,85;0,05;1;0,05;0,0854
2013;52;0;0;0;7222;0,085018001;0,675;11072,55;208;15,76;15,37;0,0518;0,9753;0,0505;0,085
2014;52;0;0;0;7203;0,089546022;0,675;12975,09;218;17,44;17,44;0,0559;1;0,0559;0,0895
2008;53;0,002452367;2,743589744;0;15903;0;0,629;13470,48;;;;;;;
2009;53;0,00149598;3,125;0,083333333;16043;0,924453032;0,629;13575,31;6311;345;0;0,4279;0;0;0,9245
2010;53;0,000915631;3;0,071428571;15290;0,935382603;0,723;13482,35;6345;346;0;0,4069;0;0;0,9354
2011;53;0,000325542;2,2;0;15359;0,935412462;0,723;16929,57;4412;451;0;0,5353;0;0;0,9354
2012;53;6,48E-05;3;0;15424;0,933609959;0,723;15802,34;4450;455;0;0,5474;0;0;0,9336
2013;53;0;0;0;15961;0,911221101;0,723;17642,42;4452;459;0;0,546;0;0;0,9112
2014;53;0,000124704;2;0;16038;0,915326101;0,723;15352,6;4496;463;0;0,5763;0;0;0,9153
2008;54;0,000129887;5;0;23097;0;0,572;11102,47;;;;;;;
2009;54;0,000257666;3,666666667;0;23286;0;0,572;12321,06;;;;;;;
2010;54;0,000428339;4,7;0;23346;0;0,697;17040,24;;;;;;;
2011;54;0,000340107;3,625;0;23522;0;0,697;14608,12;;;;;;;
2012;54;0,000379875;4,777777778;0;23692;0,886375148;0,697;17868,89;5181;984;0;1;0;0;0,8864
2013;54;0,000121981;3,666666667;0;24594;0,89452712;0,697;19875,73;5699;984;0;1;0;0;0,8945
2014;54;8,04E-05;8;0;24864;0,989140927;0,697;21741,26;6872;1103;0;1;0;0;0,9891
2008;55;0,003233508;5,46728972;0,009345794;33091;0,649844369;0,637;6676,5;5754;1258,37;0;0,8144;0;0;0,6498
2009;55;0,005334217;5,830508475;0,005649718;33182;0,678440118;0,637;7136,91;5831;1305;;0,8146;;;0,6784
2010;55;0,006192717;5,495;0,005;32296;0,580907852;0,695;9009,9;5932;1326,57;0;0,8143;0;0;0,5809
2011;55;0,005723125;4,864864865;0,010810811;32325;0,580386698;0,695;10172,71;6124;1353,12;82,44;0,8;0,0609;0,0487;0,5804
2012;55;0,004729082;5,712418301;0,006535948;32353;0,608846166;0,695;11385,08;6300;1384,24;146,05;0,8057;0,1055;0,085;0,6088
2013;55;0,003777205;5,896825397;0;33358;0,63906709;0,695;11171,22;6645;1403,42;192,79;0,8256;0,1374;0,1134;0,6391
2014;55;0,005507003;5,076086957;0,010869565;33412;0,639650425;0,695;12317,6;6836;1694,35;304,3;0,9817;0,1796;0,1763;0,6397
2008;56;0,000895962;4,907894737;0,026315789;84825;0,587338638;0,606;7218,34;13312;1716,34;0;0,5626;0;0;0,5873
2009;56;0,000959379;4,195121951;0,024390244;85472;0,60358948;0,606;8006,74;13832;1768,57;0;0,5672;0;0;0,6036
2010;56;0,000469269;3,875;0,05;85239;0,637196588;0,706;10069,21;14589;1823,01;0;0,5713;0;0;0,6372
2011;56;0,000221417;5,315789474;0,052631579;85811;0,66023004;0,706;12426,38;15266;1877,07;6,04;0,5812;0,0032;0,0019;0,6602
2012;56;0,000995785;3,906976744;0,023255814;86364;0,684127646;0,706;12408,89;16023;1930,16;0,96;0,5841;0,0005;0,0003;0,6841
2013;56;0,000881913;3,721518987;0,012658228;89578;0,72880618;0,706;13221;17547;1994,62;0;0,5969;0;0;0,7288
2014;56;0,000776122;3,685714286;0,014285714;90192;0,746208089;0,706;14666,61;18101;2135,21;0;0,6274;0;0;0,7462
2008;57;0,001694437;3,388888889;0;10623;0,515767674;0,482;6661,1;1784;25,63;0;0,0981;0;0;0,5158
2009;57;0,002318464;2,72;0;10783;0,505796161;0,482;5832,88;1763;136,7;0;0,5484;0;0;0,5058
2010;57;0,00437254;3,075;0;9148;0,644293835;0,638;5768,97;1921;145,28;0;0,574;0;0;0,6443
2011;57;0,002946955;3,037037037;0,037037037;9162;0,653023357;0,638;6389,33;1957;145,85;0;0,5687;0;0;0,653
2012;57;0,001852659;3,235294118;0;9176;0,670989538;0,638;8509,13;2017;154,85;0;0,4918;0;0;0,671
2013;57;0,002112602;2,95;0;9467;0,662194993;0,638;8190,22;2070;158,92;0;0,5448;0;0;0,6622
2014;57;0,001159481;2,272727273;0,090909091;9487;0,6980078;0,638;15498,61;2189;161,69;111,27;0,4938;0,6882;0,3398;0,698
2008;58;0,004835227;2,417475728;0;21302;0,533330204;0,524;8623,83;3276;318,93;318,93;0,5333;1;0,5333;0,5333
2009;58;0,006270036;2,443609023;0;21212;0,564161795;0,524;9227,01;3442;338,26;338,26;0,5634;1;0,5634;0,5642
2010;58;0,005730231;2,408695652;0,008695652;20069;0,61537695;0,648;12651,79;3579;338,83;303,68;0,5769;0,8963;0,5171;0,6154
2011;58;0,00557173;2,432432432;0;19922;0,64596928;0,648;14597,83;3978;368,4;368,4;0,6088;1;0,6088;0,646
2012;58;0,006623186;2,572519084;0;19779;0,645988169;0,648;14049,01;3727;356,53;345,38;0,5732;0,9687;0,5553;0,646
2013;58;0,007222717;2,623287671;0,006849315;20214;0,645987929;0,648;14570,29;3819;361,84;361,84;0,5637;1;0,5637;0,646
2014;58;0,007117969;2,58041958;0;20090;0,645993031;0,648;16131,76;4016;366,33;366,33;0,573;1;0,573;0,646
2008;59;0,001330229;4,0625;0;12028;0;0,564;9973,71;;;;;;;
2009;59;0,001077854;4,461538462;0;12061;0,602437609;0,564;9550,36;1974;351;0;0,9573;;;0,6024
2010;59;0,00126732;3,2;0;11836;1;0,655;9871,43;3799;336,84;;0,8558;;;1
2011;59;0,000253058;4;0;11855;0,757486293;0,655;16366,89;2839;288,59;0,31;0,7106;0,0011;0,0008;0,7575
2012;59;0,000842318;2,8;0,1;11872;0,757496631;0,655;13329,26;2972;289,68;0,16;0,7118;0,0006;0,0004;0,7575
2013;59;0,000244918;3;0;12249;0,757531227;0,655;12340,68;3099;283,72;0;0,7227;0;0;0,7575
2014;59;0,000570218;3,714285714;0;12276;0,757494298;0,655;16123,93;3135;286,96;0;0,724;0;0;0,7575
2008;60;0,001760873;3,4;0;11358;0,716235253;0,581;7301,15;2852;427,64;0;0,8;0;0;0,7162
2009;60;0,001572602;3,388888889;0;11446;0;0,581;6888,27;;;;;;;
2010;60;0,00256246;2,535714286;0;10927;0,829687929;0,689;8275,43;3123;556,49;;0,75;;;0,8297
2011;60;0,001276441;2,642857143;0;10968;0,826586433;0,689;9550,98;3213;612;0;0,8;0;0;0,8266
2012;60;0,000545108;3,666666667;0;11007;0,823657672;0,689;10357,98;3213;690,51;0;0,88;0;0;0,8237
2013;60;0,000175716;2;0;11382;0,834651204;0,689;12413,65;3262;428,72;0;0,8;0;0;0,8347
2014;60;0;0;0;11429;0,861405197;0,689;13899,88;3360;457,26;0;0,8;0;0;0,8614
2008;61;0,001123911;2,1875;0,0625;14236;0,533857825;0,558;7183,6;2489;433,62;0;0,8271;0;0;0,5339
2009;61;0,002431062;3,685714286;0;14397;0,660832118;0,558;7923,83;2724;474;0;0,6971;0;0;0,6608
2010;61;0,003272727;2,555555556;0;13750;0,762836364;0,682;7262,88;2330;712,8;0;0,8;0;0;0,7628
2011;61;0,00108358;2,8;0;13843;0,757711479;0,682;10369,03;2329;742,1;0;0,8;0;0;0,7577
2012;61;0,001363767;2,684210526;0;13932;0,762704565;0,682;9952,2;2717;301,78;0;0,8;0;0;0,7627
2013;61;0,000622794;1,555555556;0;14451;0,740986783;0,682;9369,43;2818;331,18;0;0,8;0;0;0,741
2014;61;0,000274914;2,5;0,25;14550;0,741030928;0,682;11548,03;2955;357,97;0;0,8;0;0;0,741
2008;62;0,001130547;2,888888889;0;31843;0;0,642;10649,23;;;;;;;
2009;62;0,000966967;3;0;32059;0;0,642;10921,38;;;;;;;
2010;62;0,001916933;2,929824561;0,01754386;29735;0,847486127;0,705;12087,64;8723;827,07;0;0,6966;0;0;0,8475
2011;62;0,000470478;3,071428571;0;29757;0,847498068;0,705;15316,05;9105;973,04;0;0,8039;0;0;0,8475
2012;62;0,000638076;2,368421053;0;29777;0,847499748;0,705;15076,03;9540;964,98;0;0,8042;0;0;0,8475
2013;62;0,000553836;2,411764706;0;30695;0,847499593;0,705;14876,63;9860;1002,87;0;0,8066;0;0;0,8475
2014;62;0,000910895;2,821428571;0;30739;0,847490159;0,705;18152,79;10176;1009,3;0;0,8036;0;0;0,8475
2008;63;0,002144104;3,046511628;0;20055;0,796409873;0,628;12109,58;5112;96,79;0;0,1247;0;0;0,7964
2009;63;0,00204285;3,097560976;0;20070;0,810961634;0,628;10110,4;5222;554,59;0;0,7272;0;0;0,811
2010;63;0,001713502;3,085714286;0,057142857;20426;0,70312347;0,733;10911,16;5449;578,47;0;0,7224;0;0;0,7031
2011;63;0,001171875;3,5;0,083333333;20480;0,703125;0,733;15621,05;5625;591,39;0;0,7274;0;0;0,7031
2012;63;0,001266378;4,461538462;0;20531;0,703131849;0,733;14619,01;5787;599,89;0;0,7269;0;0;0,7031
2013;63;0,000613034;3,538461538;0,076923077;21206;0,703102895;0,733;14162,69;5921;608,86;0;0,7373;0;0;0,7031
2014;63;0,001316222;3,035714286;0,035714286;21273;0,703144831;0,733;16050,37;6029;612,33;0;0,7365;0;0;0,7031
2008;64;0,001278539;2,476190476;0;16425;0,697716895;0,565;9051,96;3281;521,15;364,81;0,8;0,7;0,56;0,6977
2009;64;0,00090231;3,066666667;0;16624;0,698869105;0,565;10075,42;3361;526;368;0,8006;0,6996;0,5601;0,6989
2010;64;0,001290474;3,5;0;17048;0,717034256;0,7;11854,98;3570;534;374;0,7796;0,7004;0,546;0,717
2011;64;0,000347705;4;0;17256;0,736787204;0,7;13693,77;3833;677;473;0,9261;0,6987;0,6471;0,7368
2012;64;0,00074473;2,153846154;0,076923077;17456;0,737053162;0,7;14979,35;3928;704;493;0,9631;0,7003;0,6744;0,7371
2013;64;0,000823949;2,733333333;0;18205;1;0,7;17018,45;3972;707;493;0,98;0,6973;0,6834;1
2014;64;0,000380104;2;0;18416;1;0,7;18798,37;4134;636;445;0,8797;0,6997;0,6155;1
2008;65;0,0002405;1;0;4158;0;0,599;9455,32;;;;;;;
2009;65;0;0;0;4182;0,62697274;0,599;9762,84;950;250;0;0,5102;0;0;0,627
2010;65;0,000253293;2;0;3948;0,661600811;0,725;8316,43;950;400;;0,8;;;0,6616
2011;65;0;0;0;3953;0,660763977;0,725;9935,04;950;128;0;0,8;0;0;0,6608
2012;65;0,000757959;3,333333333;0;3958;0;0,725;10915,91;;;;;;;
2013;65;0,000490076;2,5;0;4081;0;0,725;12767,28;;;;;;;
